"","Sample","group","loc","site","year","season","season2","state","depth","water","TOM","Bio","hCOM","lCOM","NO3","NO2","NH4","P","pH","Salinity","mcrA_DW","mean_temp","sd_temp","mean_hum","sd_hum","mean_precip","sd_precip","Drought_Status","Drought_Prop","season3","Month","Mean_GW","SD_GW","aerobic_ammonia_oxidation","Nutrient_Date"
"77","X16S.17NovCD315","17NovCD3","CD","C",17,"November","17-Nov","D","15-20 cm",43.92945427,484.0005749,71.35539885,221.4191185,87.76423548,0.346039776,0.050088024,0.857391865,0.100176048,4.5,0.93,283000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,-11.15674306,2.077779933,1.55,"Original"
"78","X16S.17NovCD325","17NovCD3","CD","C",17,"November","17-Nov","D","25-30 cm",46.68262654,553.2358721,81.99958679,221.1047263,99.75846557,0.446436362,0.06077645,0.672308159,0.121552901,4.825,0.88,103000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,-11.15674306,2.077779933,1.52,"Original"
"79","X16S.17NovCW105","17NovCW1","CW","C",17,"November","17-Nov","W","05-10 cm",60.99956009,588.7203768,112.3775116,334.1925532,142.0844915,0.109700812,0.633594093,10.16276415,2.961921919,6.12,7.24,2e+06,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,2.25721875,1.97205333,0.75,"Original"
"80","X16S.17NovCW115","17NovCW1","CW","C",17,"November","17-Nov","W","15-20 cm",46.05429737,642.3383285,100.4806947,336.7223632,107.6751476,0.054919488,0.217434971,9.833099221,0.878711804,6.27,6.1,88600,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,2.25721875,1.97205333,1.22,"Original"
"81","X16S.17NovCW125","17NovCW1","CW","C",17,"November","17-Nov","W","25-30 cm",63.72967112,1135.278786,94.48049594,519.1729527,118.0329405,0.079622869,0.536526977,18.28541356,1.273965898,6.32,4.92,895000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,2.25721875,1.97205333,1.46,"Original"
"82","X16S.17NovCW205","17NovCW2","CW","C",17,"November","17-Nov","W","05-10 cm",61.27993756,1454.953339,184.7727851,752.6642958,156.948875,0.105874848,0.535132448,7.913872315,2.540996357,6.12,7.24,671000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,2.25721875,1.97205333,0.69,"Original"
"83","X16S.17NovCW215","17NovCW2","CW","C",17,"November","17-Nov","W","15-20 cm",48.13482931,1277.070256,190.9961544,827.3745091,83.91603417,0.056608226,0.291038115,14.45407078,1.868071457,6.27,6.1,344000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,2.25721875,1.97205333,0.76,"Original"
"84","X16S.17NovCW225","17NovCW2","CW","C",17,"November","17-Nov","W","25-30 cm",74.51593685,2625.455261,232.3322783,1772.471577,187.3805758,0.116879102,1.870065627,22.88866314,6.428350592,6.32,4.92,815000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,2.25721875,1.97205333,2.63,"Original"
"85","X16S.17NovCW305","17NovCW3","CW","C",17,"November","17-Nov","W","05-10 cm",63.1250614,1785.047838,121.3785329,466.7484793,136.1616056,0.492450629,0.081946079,5.63578398,0.655568636,6.12,7.24,1640000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,2.25721875,1.97205333,0.95,"Original"
"86","X16S.17NovCW315","17NovCW3","CW","C",17,"November","17-Nov","W","15-20 cm",52.58220323,1453.900906,164.419507,550.1550127,98.13698649,0.32149743,0.06307815,7.239238591,0.441547053,6.27,6.1,279000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,2.25721875,1.97205333,0.79,"Original"
"87","X16S.17NovCW325","17NovCW3","CW","C",17,"November","17-Nov","W","25-30 cm",50.43538492,1086.713888,14.41510288,532.8907838,87.97658975,0.211116326,0.058502853,8.373195387,0.468022821,6.32,4.92,204000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,2.25721875,1.97205333,1.29,"Original"
"88","X16S.17NovPD105","17NovPD1","PD","P",17,"November","17-Nov","D","05-10 cm",57.29652546,1187.225575,164.1265395,806.4565318,57.25812445,0.06289337,0.06289337,12.62337162,0.817613816,6.33,0.12,277000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,-0.719038194,1.251800227,2.75,"Original"
"89","X16S.17NovPD115","17NovPD1","PD","P",17,"November","17-Nov","D","15-20 cm",74.67761461,1359.415273,183.2783936,908.8233676,107.6160396,0.338824056,0.118259384,16.00881515,0.946075074,6.27,0.14,2230000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,-0.719038194,1.251800227,3.04,"Original"
"90","X16S.17NovPD125","17NovPD1","PD","P",17,"November","17-Nov","D","25-30 cm",77.14220078,1508.445212,221.1684106,981.5831062,118.627404,1.776028859,0.130359785,22.39086809,1.042878277,6.14,0.13,789000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,-0.719038194,1.251800227,3.58,"Original"
"91","X16S.17NovPD205","17NovPD2","PD","P",17,"November","17-Nov","D","05-10 cm",91.13741179,3398.296659,686.2932822,1977.362074,303.4345322,0.671347644,0.327117866,68.83907328,2.28982506,6.33,0.12,1790000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,-0.719038194,1.251800227,2.59,"Original"
"92","X16S.17NovPD215","17NovPD2","PD","P",17,"November","17-Nov","D","15-20 cm",81.83396818,2476.378336,429.4822334,1323.72192,146.5080281,0.562040453,0.160927096,19.45762559,1.93112515,6.27,0.14,309000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,-0.719038194,1.251800227,2.84,"Original"
"93","X16S.17NovPD225","17NovPD2","PD","P",17,"November","17-Nov","D","25-30 cm",65.89719763,728.86804,100.5979451,310.0213101,81.7537943,0.566290923,0.089819594,5.530100381,0.359278375,6.14,0.13,3890000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,-0.719038194,1.251800227,3.44,"Original"
"94","X16S.17NovPD305","17NovPD3","PD","P",17,"November","17-Nov","D","05-10 cm",68.26992848,686.3603373,141.0337166,446.2598576,85.32155441,0.23310263,0.09375995,7.857366676,1.125119399,6.33,0.12,660000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,-0.719038194,1.251800227,2.94,"Original"
"95","X16S.17NovPD315","17NovPD3","PD","P",17,"November","17-Nov","D","15-20 cm",70.25520833,1298.367735,163.841044,697.9396352,88.01378399,0.38194389,0.096718444,9.347577823,2.031087323,6.27,0.14,739000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,-0.719038194,1.251800227,3.69,"Original"
"96","X16S.17NovPD325","17NovPD3","PD","P",17,"November","17-Nov","D","25-30 cm",76.28071536,1880.821628,205.8226174,776.8111354,114.9353104,0.576813509,0.126302539,10.82613689,1.894538084,6.14,0.13,4250000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,-0.719038194,1.251800227,2.76,"Original"
"97","X16S.17NovPW105","17NovPW1","PW","P",17,"November","17-Nov","W","05-10 cm",79.54892402,2112.955113,89.14574176,593.896596,1141.27281,0.466031225,0.157057332,6.338904085,1.884687986,6.84,0.4,22900000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,7.776388889,0.569409943,2.92,"Original"
"98","X16S.17NovPW115","17NovPW1","PW","P",17,"November","17-Nov","W","15-20 cm",74.394297,1703.13549,87.46799905,465.878385,876.893761,0.475989528,0.120313616,4.743759416,2.045331477,6.98,0.38,20200000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,7.776388889,0.569409943,2.51,"Original"
"99","X16S.17NovPW125","17NovPW1","PW","P",17,"November","17-Nov","W","25-30 cm",78.08245631,1623.921859,124.6145577,369.3648679,986.1564052,0.37648941,0.136548935,3.250789056,2.867527625,6.9,0.52,37300000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,7.776388889,0.569409943,2.23,"Original"
"100","X16S.17NovPW205","17NovPW2","PW","P",17,"November","17-Nov","W","05-10 cm",95.86698602,9452.369092,485.2668312,3046.81781,5326.291068,2.167025823,0.727754696,23.8968795,7.277546959,6.84,0.4,1.33e+08,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,7.776388889,0.569409943,5.1,"Original"
"101","X16S.17NovPW215","17NovPW2","PW","P",17,"November","17-Nov","W","15-20 cm",58.45446455,839.0854607,55.57378206,209.5514162,482.0748991,0.338243025,0.066651214,0.935628525,0.666512138,6.98,0.38,16100000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,7.776388889,0.569409943,3.3,"Original"
"102","X16S.17NovPW225","17NovPW2","PW","P",17,"November","17-Nov","W","25-30 cm",59.68007528,858.8894118,52.23539893,224.42151,539.1003066,0.25682888,0.074494294,1.170270415,0.521460058,6.9,0.52,24900000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,7.776388889,0.569409943,2.12,"Original"
"103","X16S.17NovPW305","17NovPW3","PW","P",17,"November","17-Nov","W","05-10 cm",96.77099473,14105.00416,799.5375356,4855.5096,6915.743889,3.219197516,0.913548372,103.1488191,27.40645117,6.84,0.4,74200000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,7.776388889,0.569409943,5.5,"Original"
"104","X16S.17NovPW315","17NovPW3","PW","P",17,"November","17-Nov","W","15-20 cm",89.95446022,3903.241996,195.5776737,1064.041136,2146.826088,0.286602687,0.286602687,11.11499265,4.299040307,6.98,0.38,47900000,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,7.776388889,0.569409943,5.46,"Original"
"105","X16S.17NovPW325","17NovPW3","PW","P",17,"November","17-Nov","W","25-30 cm",92.59386841,6143.75048,335.5962632,2158.448685,2816.946717,1.139266785,0.38468164,13.32908319,3.846816405,6.9,0.52,6.9e+07,5.964444444,2.423289511,86.42222222,5.31313224,1.726666667,2.39553224,"Non-drought",0,"Autumn",11,7.776388889,0.569409943,2.95,"Original"
"106","X16S.18AprCD105","18AprCD1","CD","C",18,"April","18-Apr","D","05-10 cm",57.1,555.8528827,104.0397614,221.1888668,173.3717694,0.7,0,56.4,0.2,5.92,1.35,984000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-16.98940972,6.021313508,0.22,"Original"
"107","X16S.18AprCD115","18AprCD1","CD","C",18,"April","18-Apr","D","15-20 cm",47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17700,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-16.98940972,6.021313508,0.87,"Original"
"108","X16S.18AprCD125","18AprCD1","CD","C",18,"April","18-Apr","D","25-30 cm",44.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20600,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-16.98940972,6.021313508,0.82,"Original"
"109","X16S.18AprCD205","18AprCD2","CD","C",18,"April","18-Apr","D","05-10 cm",50,353.1850394,70.39370079,99.28346457,152.3976378,0.4,0,21.1,0.1,5.92,1.35,170000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-16.98940972,6.021313508,1.46,"Original"
"110","X16S.18AprCD215","18AprCD2","CD","C",18,"April","18-Apr","D","15-20 cm",48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32800,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-16.98940972,6.021313508,1.38,"Original"
"111","X16S.18AprCD225","18AprCD2","CD","C",18,"April","18-Apr","D","25-30 cm",44.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-16.98940972,6.021313508,1.51,"Original"
"112","X16S.18AprCD305","18AprCD3","CD","C",18,"April","18-Apr","D","05-10 cm",54,364.2181054,77.28429423,117.4032113,150.2678198,0.4,0,17.4,0.1,5.92,1.35,262000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-16.98940972,6.021313508,0.72,"Original"
"113","X16S.18AprCD315","18AprCD3","CD","C",18,"April","18-Apr","D","15-20 cm",55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-16.98940972,6.021313508,0.72,"Original"
"114","X16S.18AprCD325","18AprCD3","CD","C",18,"April","18-Apr","D","25-30 cm",42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-16.98940972,6.021313508,1.65,"Original"
"115","X16S.18AprCW105","18AprCW1","CW","C",18,"April","18-Apr","W","05-10 cm",58.6,592.5035077,78.46135385,195.4287692,259.7021538,0.6,0.1,23.5,0.2,6.28,5.47,10700000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-4.932924379,6.49356005,0.67,"Original"
"116","X16S.18AprCW115","18AprCW1","CW","C",18,"April","18-Apr","W","15-20 cm",58.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6180000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-4.932924379,6.49356005,1.2,"Original"
"117","X16S.18AprCW125","18AprCW1","CW","C",18,"April","18-Apr","W","25-30 cm",66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-4.932924379,6.49356005,2.36,"Original"
"118","X16S.18AprCW205","18AprCW2","CW","C",18,"April","18-Apr","W","05-10 cm",63.8,1021,140,362,424.05651,0.5,0.1,40.9,0.5,6.28,5.47,5740000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-4.932924379,6.49356005,0.88,"Original"
"119","X16S.18AprCW215","18AprCW2","CW","C",18,"April","18-Apr","W","15-20 cm",52.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-4.932924379,6.49356005,0.73,"Original"
"120","X16S.18AprCW225","18AprCW2","CW","C",18,"April","18-Apr","W","25-30 cm",53.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35600,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-4.932924379,6.49356005,0.73,"Original"
"121","X16S.18AprCW305","18AprCW3","CW","C",18,"April","18-Apr","W","05-10 cm",50.9,260.0088711,43.04612996,95.91151031,96.37502772,0.4,0,15.6,0,6.28,5.47,7050000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-4.932924379,6.49356005,0.76,"Original"
"122","X16S.18AprCW315","18AprCW3","CW","C",18,"April","18-Apr","W","15-20 cm",38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-4.932924379,6.49356005,0.93,"Original"
"123","X16S.18AprCW325","18AprCW3","CW","C",18,"April","18-Apr","W","25-30 cm",48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-4.932924379,6.49356005,1.66,"Original"
"124","X16S.18AprPD105","18AprPD1","PD","P",18,"April","18-Apr","D","05-10 cm",77.9,740.4545455,161.885303,445.7536364,72.72909091,4,0.2,24.1,0.8,6.04,0.1,469000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,4.1,"Original"
"125","X16S.18AprPD115","18AprPD1","PD","P",18,"April","18-Apr","D","15-20 cm",78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,3.52,"Original"
"126","X16S.18AprPD125","18AprPD1","PD","P",18,"April","18-Apr","D","25-30 cm",82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7180000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,3.78,"Original"
"127","X16S.18AprPD205","18AprPD2","PD","P",18,"April","18-Apr","D","05-10 cm",75.6,763.42,171.9266667,455.2739394,76.98060606,4.6,0.3,4.2,0.6,6.04,0.1,541000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,4.4,"Original"
"128","X16S.18AprPD215","18AprPD2","PD","P",18,"April","18-Apr","D","15-20 cm",75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,3.26,"Original"
"129","X16S.18AprPD225","18AprPD2","PD","P",18,"April","18-Apr","D","25-30 cm",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17700000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,2.18,"Original"
"130","X16S.18AprPD305","18AprPD3","PD","P",18,"April","18-Apr","D","05-10 cm",70.7,794.1834756,204.7464664,420.0790714,100.7102765,6.5,0.1,16.4,0.8,6.04,0.1,466000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,3.04,"Original"
"131","X16S.18AprPD315","18AprPD3","PD","P",18,"April","18-Apr","D","15-20 cm",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,3.84,"Original"
"132","X16S.18AprPD325","18AprPD3","PD","P",18,"April","18-Apr","D","25-30 cm",83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,3.33,"Original"
"133","X16S.18AprPW105","18AprPW1","PW","P",18,"April","18-Apr","W","05-10 cm",84.4,1302.3744,176.2176,584.4864,359.9232,2.9,0.1,28.8,4.1,6.56,0.54,4.2e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.29,"Original"
"134","X16S.18AprPW115","18AprPW1","PW","P",18,"April","18-Apr","W","15-20 cm",74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67500000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,2.45,"Original"
"135","X16S.18AprPW125","18AprPW1","PW","P",18,"April","18-Apr","W","25-30 cm",77.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,2.52,"Original"
"136","X16S.18AprPW205","18AprPW2","PW","P",18,"April","18-Apr","W","05-10 cm",78.4,841.3329951,92.52824637,330.979275,307.1648106,4.2,0.1,13.4,4.8,6.56,0.54,18700000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.71,"Original"
"137","X16S.18AprPW215","18AprPW2","PW","P",18,"April","18-Apr","W","15-20 cm",76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,4.18,"Original"
"138","X16S.18AprPW225","18AprPW2","PW","P",18,"April","18-Apr","W","25-30 cm",74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39200000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,5.7,"Original"
"139","X16S.18AprPW305","18AprPW3","PW","P",18,"April","18-Apr","W","05-10 cm",80.2,894.717688,101.0910891,464.1423067,209.0276693,7.2,0.1,21.3,6,6.56,0.54,11300000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.61,"Original"
"140","X16S.18AprPW315","18AprPW3","PW","P",18,"April","18-Apr","W","15-20 cm",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16700000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.34,"Original"
"141","X16S.18AprPW325","18AprPW3","PW","P",18,"April","18-Apr","W","25-30 cm",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13300000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,1.73,"Original"
"142","X16S.18AugCD105","18AugCD1","CD","C",18,"August","18-Aug","D","05-10 cm",35.92893401,523.6310569,66.20773253,241.5598954,167.195595,1.3,0,35.1,0.5,6.96,1.51,445000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-81.96047439,6.347956157,0,"Original"
"143","X16S.18AugCD115","18AugCD1","CD","C",18,"August","18-Aug","D","15-20 cm",33.76203966,NA,NA,NA,NA,2.28,NA,57.62,0.23,NA,NA,88300,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-81.96047439,6.347956157,0.49,"April"
"144","X16S.18AugCD125","18AugCD1","CD","C",18,"August","18-Aug","D","25-30 cm",29.02673797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-81.96047439,6.347956157,1.88,"Original"
"145","X16S.18AugCD205","18AugCD2","CD","C",18,"August","18-Aug","D","05-10 cm",24.93950178,307.7757829,31.0931554,129.6669482,107.4323785,0.7,0,7.8,0.2,6.96,1.51,63500,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-81.96047439,6.347956157,0.4,"Original"
"146","X16S.18AugCD215","18AugCD2","CD","C",18,"August","18-Aug","D","15-20 cm",27.10696517,NA,NA,NA,NA,0.28,NA,3.47,0.17,NA,NA,NA,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-81.96047439,6.347956157,0.62,"April"
"147","X16S.18AugCD225","18AugCD2","CD","C",18,"August","18-Aug","D","25-30 cm",46.18681319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40400,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-81.96047439,6.347956157,0.97,"Original"
"148","X16S.18AugCD305","18AugCD3","CD","C",18,"August","18-Aug","D","05-10 cm",28.06896552,246.6767328,20.76173635,107.5964083,104.6910972,3.6,0,2.7,0.1,6.96,1.51,169000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-81.96047439,6.347956157,0.37,"Original"
"149","X16S.18AugCD315","18AugCD3","CD","C",18,"August","18-Aug","D","15-20 cm",35.80188679,NA,NA,NA,NA,4.84,NA,5.16,0.53,NA,NA,519000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-81.96047439,6.347956157,1.29,"April"
"150","X16S.18AugCD325","18AugCD3","CD","C",18,"August","18-Aug","D","25-30 cm",34.47352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32400,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-81.96047439,6.347956157,1.91,"Original"
"151","X16S.18AugCW105","18AugCW1","CW","C",18,"August","18-Aug","W","05-10 cm",27.07,579.233333,36.69205956,184.7545358,298.7299156,0.2,0,7.4,0.7,6.89,7.38,854000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-73.63866667,2.278769456,0.62,"Original"
"152","X16S.18AugCW115","18AugCW1","CW","C",18,"August","18-Aug","W","15-20 cm",24.84848485,NA,NA,NA,NA,0.14,NA,3.98,0.19,NA,NA,189000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-73.63866667,2.278769456,1.52,"April"
"153","X16S.18AugCW125","18AugCW1","CW","C",18,"August","18-Aug","W","25-30 cm",26.95870206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36700,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-73.63866667,2.278769456,1.19,"Original"
"154","X16S.18AugCW205","18AugCW2","CW","C",18,"August","18-Aug","W","05-10 cm",60.23636364,1047.139547,67.59884653,359.3428283,488.4171635,0.3,0,21.3,3.3,6.89,7.38,73400000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-73.63866667,2.278769456,0.97,"Original"
"155","X16S.18AugCW215","18AugCW2","CW","C",18,"August","18-Aug","W","15-20 cm",43.35294118,NA,NA,NA,NA,0.91,NA,9.08,1.33,NA,NA,1220000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-73.63866667,2.278769456,1.46,"April"
"156","X16S.18AugCW225","18AugCW2","CW","C",18,"August","18-Aug","W","25-30 cm",54.04924242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-73.63866667,2.278769456,2.18,"Original"
"157","X16S.18AugCW305","18AugCW3","CW","C",18,"August","18-Aug","W","05-10 cm",28.11064718,541.6540155,33.18352545,192.9588486,279.9566671,0.3,0,5.2,0.8,6.89,7.38,11500000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-73.63866667,2.278769456,0.57,"Original"
